"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
606112,,Computer Peripherals,,,,,,"1,593",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,499,"1,020",,"1,020","1,020",,"1,020",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,"2,860","1,530",,"1,530","1,530",,"1,530",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,0,306,,306,306,,306,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606424,,Police Supplies,,,,,,"7,527","13,260",,"13,260","11,752",,"11,752",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606425,,Uniforms and Wearing Apparel,,,,,,893,"3,060",,"3,060","3,060",,"3,060",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606426,,Protective Apparel and Supplies,,,,,,0,306,,306,306,,306,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606429,,Photographic Supplies,,,,,,"4,603",816,,816,816,,816,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606435,,Other Operating Supplies,,,,,,940,510,,510,510,,510,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
09029 Special Investigative Unit ,,,,,,,,"4,614,382","4,726,740",,"4,726,740","4,517,062",,"4,517,055",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
09042 Commercial Extraditions ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601260,,Protective Service Overtime,,,,,,0,0,,0,"163,382",,"163,413",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,0,0,,0,"10,130",,"10,132",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,0,0,,0,"2,369",,"2,369",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"494,865","516,497",,"516,497","516,497",,"516,497",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"20,239","20,644",,"20,644","20,644",,"20,644",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,"16,674","132,223",,"132,223","141,403",,"141,430",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605512,,P-Card Travel,,,,,,0,"9,180",,"9,180",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"15,446",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,34,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:03:25PM - ET,,,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0090 Police    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
09042 Commercial Extraditions ,,,,,,,,"547,224","678,544",,"678,544","854,425",,"854,485",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
09112 Animal Control ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,"40,768","145,158",,"145,158","140,094",,"140,094",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"609,337",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601140,,Supervisory Salaries,,,,,,"78,644","153,453",,"153,453","157,289",,"157,289",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601160,,Protective Service Salaries,,,,,,"385,046","855,416",,"855,416","844,469",,"844,469",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,"44,719","86,959",,"86,959","82,519",,"82,519",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601190,,Unskilled Salaries,,,,,,"59,341","141,533",,"141,533","142,064",,"142,064",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601211,,Overtime,,,,,,"38,582",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601240,,Supervisory Overtime,,,,,,"3,860","1,903",,"1,903","2,062",,"2,062",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601260,,Protective Service Overtime,,,,,,"36,736","55,039",,"55,039","59,626",,"59,639",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601270,,Clerical Overtime,,,,,,"1,583",427,,427,463,,463,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601290,,Unskilled Overtime,,,,,,"3,217","2,323",,"2,323","2,517",,"2,518",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601710,,Full-Time Salary and Fringe Benefit Increases,,,,,,0,"40,191",,"40,191",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601720,,Overtime and Fringe Benefit Increases,,,,,,0,"1,635",,"1,635",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"77,410","89,419",,"89,419","88,733",,"88,735",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"18,104","20,916",,"20,916","20,748",,"20,750",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"199,440","227,325",,"227,325","239,674",,"239,674",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"156,026","189,000",,"189,000","189,000",,"189,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"9,923","12,277",,"12,277","13,900",,"13,900",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,142,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603101,,Professional Health Services,,,,,,"77,381","22,681",,"22,681","39,061",,"39,061",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603102,,Legal Services,,,,,,"3,041",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603171,,Spay and Neutering Services,,,,,,0,0,,0,"132,500",,"132,500",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,"4,179","9,180",,"9,180","9,180",,"9,180",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,"1,492",0,,0,"1,500",,"1,500",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603406,,Refuse Disposal Services,,,,,,631,749,,749,749,,749,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"3,304","156,520",,"156,520","155,020",,"155,020",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"2,879","3,293",,"3,293","3,293",,"3,293",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604201,,City Garage Charges,,,,,,"17,046","17,842",,"17,842","17,842",,"17,842",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604203,,City Garage - Fuel,,,,,,"75,666","72,263",,"72,263","72,263",,"72,263",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"4,601","4,847",,"4,847","4,682",,"4,682",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"102,427","107,176",,"107,176","107,176",,"107,176",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605102,,Heating Services,,,,,,"23,985","28,560",,"28,560","28,560",,"28,560",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,755,728,,728,728,,728,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"2,084","2,940",,"2,940","2,940",,"2,940",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"1,481",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,"2,468",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605507,,Mandated Certification,,,,,,"1,203","4,682",,"4,682","4,682",,"4,682",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,140,52,,52,52,,52,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605802,,Claims and Bounties,,,,,,0,520,,520,520,,520,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"3,825","4,070",,"4,070","4,070",,"4,070",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606004,,Medical Supplies,,,,,,"18,252","15,300",,"15,300","15,300",,"15,300",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606005,,Custodial and Cleaning Supplies,,,,,,"16,046","4,266",,"4,266","6,629",,"6,629",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"1,434",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,0,979,,979,979,,979,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,333,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,"1,442",510,,510,510,,510,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,"9,566","6,883",,"6,883","6,883",,"6,883",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606423,,Building Maintenance Supplies,,,,,,"3,610","4,226",,"4,226","4,226",,"4,226",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606424,,Police Supplies,,,,,,"1,000",520,,520,520,,520,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606425,,Uniforms and Wearing Apparel,,,,,,"9,342","7,140",,"7,140","7,140",,"7,140",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606426,,Protective Apparel and Supplies,,,,,,0,"5,202",,"5,202","5,202",,"5,202",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,35,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:03:25PM - ET,,,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0090 Police    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
09112 Animal Control ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606435,,Other Operating Supplies,,,,,,"2,722","4,888",,"4,888","4,888",,"4,888",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
09112 Animal Control ,,,,,,,,"2,155,213","2,508,991",,"2,508,991","2,620,253",,"2,620,271",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
09303 Police Store ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606434,,Cost-of-Goods Sold,,,,,,334,"19,960",,"19,960",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
09303 Police Store ,,,,,,,,334,"19,960",,"19,960",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0090 Police,,,"83,979,364","87,645,513",,"87,645,513","86,631,319",,"86,664,294",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0100 Public Works    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
10010 Director's Office ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601100,,Executive Salaries,,,,,,"72,095","93,223",,"93,223","140,938",,"140,938",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"89,076",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,"18,607","33,184",,"33,184","37,214",,"37,214",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601211,,Overtime,,,,,,"1,476",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601270,,Clerical Overtime,,,,,,"2,415",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"22,191",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601710,,Full-Time Salary and Fringe Benefit Increases,,,,,,0,"3,860",,"3,860",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"9,099","7,837",,"7,837","9,251",,"9,251",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"2,543","1,833",,"1,833","2,676",,"2,676",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"29,359","20,832",,"20,832","31,319",,"31,319",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"10,800","10,800",,"10,800","10,800",,"10,800",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"1,461","1,125",,"1,125","1,818",,"1,818",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,68,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,360,0,,0,360,,360,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602970,,Car Allowance,,,,,,"6,000",0,,0,"6,000",,"6,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,"1,421",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603302,,Publicity and Public Relations,,,,,,"3,750",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"26,463",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"1,335","1,148",,"1,148",970,,970,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,292,"2,448",,"2,448",590,,590,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,775,791,,791,791,,791,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,29,128,,128,155,,155,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605202,,Messenger Services,,,,,,23,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"1,152",133,,133,"1,356",,"1,356",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605204,,Delivery Services,,,,,,100,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"16,229","1,975",,"1,975","2,376",,"2,376",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,"1,010","1,020",,"1,020","1,153",,"1,153",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"3,173",612,,612,"1,000",,"1,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"9,068",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,"5,943",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,"2,436",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,350,"1,530",,"1,530",625,,625,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,0,204,,204,500,,500,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606422,,Household Supplies and Furnishings,,,,,,"1,436",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606425,,Uniforms and Wearing Apparel,,,,,,416,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
10010 Director's Office ,,,,,,,,"340,951","182,683",,"182,683","249,892",,"249,892",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
10012 Business Center ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,"54,620","106,386",,"106,386","167,363",,"167,363",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"174,552",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,"87,704","170,107",,"170,107","172,672",,"172,672",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,"31,400","87,063",,"87,063","62,667",,"62,667",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,"17,918","34,962",,"34,962","35,836",,"35,836",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,36,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:03:25PM - ET,,,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0100 Public Works    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
10012 Business Center ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"3,572",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601710,,Full-Time Salary and Fringe Benefit Increases,,,,,,0,"11,883",,"11,883",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"21,877","24,591",,"24,591","27,213",,"27,213",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"5,137","5,866",,"5,866","6,364",,"6,364",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"58,534","64,110",,"64,110","77,095",,"77,095",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"29,700","37,800",,"37,800","43,200",,"43,200",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"2,912","3,462",,"3,462","4,474",,"4,474",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,131,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602403,,Employee Service Awards,,,,,,100,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,0,0,,0,360,,360,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602970,,Car Allowance,,,,,,0,"6,000",,"6,000",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603204,,Software Support and Maintenance,,,,,,100,0,,0,100,,100,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,0,"10,200",,"10,200","10,200",,"10,200",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"3,980","3,704",,"3,704","4,001",,"4,001",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604120,,Existing Subscriptions,,,,,,"22,051","22,492",,"22,492","22,492",,"22,492",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"7,368","6,426",,"6,426","3,467",,"3,467",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,726,741,,741,741,,741,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605101,,Electrical Services,,,,,,"5,688,617","5,598,227",,"5,598,227","5,598,227",,"5,598,227",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,18,102,,102,25,,25,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,841,102,,102,"1,459",,"1,459",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"17,066","4,167",,"4,167","4,170",,"4,170",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,367,0,,0,370,,370,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,"7,069","6,630",,"6,630","6,968",,"6,968",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"1,836","6,120",,"6,120","4,289",,"4,289",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"3,336",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,"5,885",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,440,"1,530",,"1,530",450,,450,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,73,0,,0,75,,75,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606425,,Uniforms and Wearing Apparel,,,,,,20,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
10012 Business Center ,,,,,,,,"6,247,950","6,212,671",,"6,212,671","6,254,278",,"6,254,278",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
10013 Contracts ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"165,364",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,"59,287","113,923",,"113,923","123,982",,"123,982",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,"103,373","192,938",,"192,938","253,897",,"253,897",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601211,,Overtime,,,,,,364,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601250,,Technical Overtime,,,,,,489,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"24,441",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
